K,c_0,bc
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
0,0,FALSE
